idade_solicitante,salario_solicitante,situacao_propriedade,tempo_trabalhado,motivo,pontuacao,valor_solicitado,taxa_juros,percentual_renda,flag_inadimplencia,anos_primeira_solicitacao,flag_inadimplencia_hist
"30,0","96000,0",Hipotecada,"14,0",Empreendimento,A,"6000,0","5,42","0,06","0,0",7,0
"27,0","108000,0",Hipotecada,"6,0",Médico,A,"10000,0","6,54","0,09","0,0",8,0
"27,0","44640,0",Alugada,"0,0",Médico,B,"12800,0","11,83","0,29","0,0",9,0
"21,0","26400,0",Alugada,"0,0",Pagamento de débitos,C,"3600,0","14,27","0,14","0,0",3,1
"63,0","37000,0",Alugada,"24,0",Pagamento de débitos,C,"5450,0","15,96","0,15","1,0",22,0
"27,0","60000,0",Hipotecada,"3,0",Pessoal,B,"6000,0","11,48","0,1","0,0",8,0
"24,0","74800,0",Outros,"4,0",Médico,E,"7200,0","17,58","0,11","0,0",4,1
"22,0","85000,0",Alugada,"6,0",Empreendimento,B,"35000,0","10,37","0,41","1,0",4,0
"47,0","65000,0",Alugada,"9,0",Educativo,A,"12000,0","5,42","0,18","0,0",17,0
"30,0","180000,0",Alugada,"1,0",Educativo,C,"20000,0","14,22","0,11","0,0",10,0
"29,0","45516,0",Hipotecada,"13,0",Pagamento de débitos,C,"6000,0","13,49","0,13","0,0",8,0
"24,0","132652,0",Hipotecada,"8,0",Médico,A,"28000,0","8,49","0,21","0,0",3,0
"22,0","60000,0",Alugada,"0,0",Pessoal,A,"24000,0","7,29","0,4","1,0",3,0
"32,0","53408,0",Hipotecada,"8,0",Empreendimento,B,"1400,0","10,99","0,03","0,0",10,0
"31,0","89000,0",Alugada,"1,0",Empreendimento,B,"10000,0","10,99","0,11","0,0",9,0
"33,0","30000,0",Alugada,"0,0",Pagamento de débitos,B,"6000,0","10,51","0,2","0,0",10,0
"22,0","74800,0",Alugada,"3,0",Médico,D,"20000,0","14,96","0,23","1,0",4,1
"24,0","74000,0",Alugada,"6,0",Educativo,C,"5000,0","15,27","0,07","1,0",4,0
"27,0","40000,0",Alugada,"2,0",Educativo,A,"3000,0","7,4","0,07","0,0",9,0
"31,0","152000,0",Hipotecada,"15,0",Pessoal,A,"15000,0","8,49","0,1","0,0",7,0
"23,0","59000,0",Alugada,"5,0",Pagamento de débitos,E,"24000,0","19,69","0,41","1,0",2,1
"23,0","65000,0",Alugada,"7,0",Educativo,B,"3600,0","10,59","0,06","0,0",3,0
"25,0","45996,0",Alugada,"3,0",Empreendimento,C,"11500,0","12,53","0,25","0,0",4,0
"22,0","52128,0",Alugada,"6,0",Empreendimento,A,"13000,0","8,94","0,25","0,0",2,0
"44,0","108000,0",Alugada,"2,0",Médico,C,"15000,0","13,57","0,14","0,0",12,0
"22,0","36000,0",Própria,"4,0",Educativo,D,"5000,0","14,61","0,14","0,0",2,0
"24,0","18000,0",Própria,"6,0",Pessoal,A,"13000,0","7,88","0,72","1,0",3,0
"29,0","14400,0",Alugada,"2,0",Empreendimento,B,"1400,0","11,49","0,1","0,0",6,0
"34,0","67000,0",Hipotecada,"4,0",Educativo,A,"7000,0","7,51","0,1","0,0",9,0
"24,0","113000,0",Alugada,"4,0",Pagamento de débitos,A,"12000,0","7,49","0,11","0,0",2,0
"38,0","60000,0",Própria,"2,0",Pessoal,D,"6000,0","14,96","0,1","0,0",11,0
"26,0","110000,0",Hipotecada,"10,0",Empreendimento,C,"8000,0","14,35","0,07","0,0",2,1
"29,0","48000,0",Hipotecada,"13,0",Empreendimento,A,"7000,0","8,49","0,15","0,0",9,0
"22,0","24000,0",Alugada,"6,0",Pagamento de débitos,B,"7125,0","9,67","0,3","0,0",3,0
"26,0","59500,0",Hipotecada,"8,0",Pessoal,B,"5100,0","10,37","0,09","0,0",4,0
"24,0","38000,0",Alugada,"8,0",Médico,B,"8000,0","11,49","0,21","0,0",2,0
"23,0","60000,0",Alugada,"3,0",Educativo,B,"20000,0","12,21","0,33","1,0",2,0
"25,0","48000,0",Hipotecada,"9,0",Educativo,C,"7000,0","12,09","0,15","0,0",2,1
"36,0","75000,0",Alugada,"5,0",Melhora do lar,B,"10000,0","11,99","0,13","0,0",12,0
"35,0","33000,0",Alugada,"4,0",Educativo,A,"7000,0","7,9","0,21","1,0",9,0
"33,0","25000,0",Alugada,"6,0",Pessoal,A,"2800,0","9,32","0,11","0,0",7,0
"27,0","40000,0",Alugada,"4,0",Educativo,C,"6000,0","12,73","0,15","0,0",10,0
"21,0","18000,0",Própria,"0,0",Empreendimento,B,"6250,0","10,62","0,35","1,0",4,0
"23,0","22790,0",Alugada,"7,0",Empreendimento,A,"2400,0","8,94","0,11","0,0",4,0
"26,0","48000,0",Hipotecada,"10,0",Educativo,A,"10000,0","7,74","0,21","0,0",2,0
"22,0","50004,0",Alugada,"5,0",Pessoal,D,"5300,0","14,42","0,11","0,0",2,1
"35,0","63000,0",Alugada,"3,0",Empreendimento,B,"4000,0","11,14","0,06","0,0",8,0
"27,0","30000,0",Alugada,"4,0",Educativo,B,"10000,0","10,74","0,33","1,0",10,0
"24,0","46000,0",Hipotecada,"9,0",Educativo,A,"12000,0","7,88","0,26","1,0",4,0
"29,0","125000,0",Hipotecada,"4,0",Médico,C,"24000,0","13,49","0,19","0,0",7,0
"44,0","60000,0",Própria,"11,0",Pessoal,A,"11800,0","8,63","0,2","0,0",12,0
"35,0","85000,0",Alugada,"1,0",Pagamento de débitos,A,"3600,0","7,51","0,04","0,0",6,0
"21,0","17000,0",Alugada,"3,0",Médico,A,"5750,0","8,9","0,34","1,0",2,0
"25,0","85000,0",Hipotecada,"9,0",Pessoal,A,"1000,0","9,32","0,01","0,0",2,0
"29,0","62400,0",Alugada,"3,0",Melhora do lar,A,"8000,0","6,62","0,13","0,0",9,0
"24,0","105000,0",Hipotecada,"8,0",Melhora do lar,A,"10000,0","7,51","0,1","0,0",3,0
"22,0","126000,0",Hipotecada,"6,0",Educativo,B,"24000,0","11,36","0,19","0,0",4,0
"26,0","22000,0",Alugada,"10,0",Empreendimento,B,"10000,0","9,63","0,45","1,0",4,0
"23,0","67000,0",Própria,"1,0",Empreendimento,A,"3250,0","6,76","0,05","0,0",4,0
"29,0","52884,0",Alugada,"3,0",Pessoal,B,"5600,0","11,99","0,11","0,0",10,0
"27,0","60000,0",Alugada,"6,0",Pagamento de débitos,B,"4500,0","12,69","0,07","0,0",7,0
"26,0","59000,0",Hipotecada,"5,0",Médico,D,"8000,0","15,99","0,14","1,0",2,1
"36,0","70000,0",Alugada,"4,0",Empreendimento,A,"6000,0","7,29","0,09","0,0",15,0
"23,0","86004,0",Alugada,"0,0",Pessoal,D,"5000,0","14,84","0,06","1,0",2,0
"36,0","62900,0",Hipotecada,"5,0",Médico,C,"6250,0","13,49","0,08","1,0",12,0
"23,0","72000,0",Alugada,"7,0",Pessoal,A,"3000,0","7,43","0,04","0,0",2,0
"26,0","65000,0",Hipotecada,"10,0",Pagamento de débitos,A,"5000,0","7,51","0,08","0,0",2,0
"23,0","50000,0",Própria,"7,0",Empreendimento,A,"2050,0","7,49","0,04","0,0",2,0
"31,0","105400,0",Alugada,"2,0",Médico,D,"24250,0","15,31","0,2","1,0",5,0
"25,0","69000,0",Alugada,"0,0",Melhora do lar,E,"15000,0","16,7","0,22","1,0",3,1
"28,0","8000,0",Alugada,"1,0",Melhora do lar,B,"4750,0","11,12","0,59","1,0",5,0
"32,0","136000,0",Hipotecada,"11,0",Médico,B,"12000,0","10,0","0,09","0,0",8,0
"25,0","42000,0",Alugada,"0,0",Empreendimento,A,"3500,0","5,42","0,08","0,0",4,0
"42,0","72000,0",Hipotecada,"20,0",Melhora do lar,A,"8400,0","6,62","0,12","0,0",11,0
"31,0","69000,0",Alugada,"1,0",Pagamento de débitos,D,"22000,0","13,67","0,32","1,0",7,1
"25,0","54000,0",Alugada,"1,0",Pessoal,D,"20000,0","15,65","0,37","1,0",3,1
"40,0","70000,0",Hipotecada,"16,0",Melhora do lar,A,"12000,0","5,79","0,17","0,0",14,0
"34,0","39600,0",Hipotecada,"14,0",Empreendimento,A,"6000,0","5,99","0,15","0,0",5,0
"24,0","70000,0",Hipotecada,"8,0",Empreendimento,A,"6000,0","7,88","0,09","0,0",3,0
"24,0","120000,0",Hipotecada,"9,0",Educativo,B,"20000,0","9,99","0,17","0,0",4,0
"27,0","19200,0",Própria,"3,0",Pessoal,A,"8000,0","8,9","0,42","1,0",8,0
"22,0","52650,0",Hipotecada,"1,0",Pagamento de débitos,F,"19200,0","17,26","0,36","1,0",4,0
"22,0","43000,0",Alugada,"5,0",Empreendimento,B,"2400,0","10,99","0,06","0,0",4,0
"31,0","100000,0",Hipotecada,"6,0",Médico,B,"6000,0","10,99","0,06","0,0",6,0
"25,0","60000,0",Alugada,"9,0",Empreendimento,B,"10000,0","9,91","0,17","0,0",3,0
"27,0","21600,0",Alugada,"0,0",Melhora do lar,D,"6000,0","18,07","0,28","1,0",7,0
"32,0","45996,0",Alugada,"2,0",Educativo,B,"1800,0","11,58","0,04","0,0",8,0
"26,0","190000,0",Própria,"10,0",Pessoal,B,"25000,0","9,25","0,13","0,0",2,0
"23,0","32000,0",Alugada,"4,0",Educativo,B,"11000,0","9,91","0,34","1,0",3,0
"37,0","88000,0",Alugada,"4,0",Educativo,G,"25000,0","19,66","0,28","1,0",15,1
"22,0","51600,0",Hipotecada,"6,0",Educativo,B,"4200,0","10,59","0,08","0,0",3,0
"26,0","73440,0",Própria,"1,0",Pessoal,B,"35000,0","9,91","0,48","0,0",2,0
"24,0","25344,0",Hipotecada,"5,0",Médico,D,"4000,0","16,49","0,16","1,0",3,1
"23,0","32400,0",Alugada,"7,0",Educativo,A,"10000,0","8,49","0,31","1,0",3,0
"27,0","33000,0",Hipotecada,"8,0",Educativo,D,"9000,0","12,49","0,27","1,0",8,1
"42,0","210000,0",Hipotecada,"3,0",Empreendimento,C,"16000,0","13,47","0,08","0,0",11,0
"24,0","121000,0",Alugada,"8,0",Pessoal,A,"20000,0","8,9","0,17","0,0",4,0
"24,0","80000,0",Hipotecada,"2,0",Médico,B,"2500,0","11,49","0,03","0,0",2,0
"26,0","40000,0",Própria,"0,0",Educativo,B,"15000,0","9,64","0,38","0,0",4,0
"26,0","31000,0",Alugada,"5,0",Melhora do lar,C,"8000,0","14,27","0,26","1,0",3,1
"23,0","40000,0",Alugada,"5,0",Médico,A,"6000,0","8,94","0,15","0,0",3,0
"23,0","49000,0",Hipotecada,"6,0",Pagamento de débitos,A,"9600,0","5,42","0,2","0,0",3,0
"31,0","12996,0",Alugada,"4,0",Médico,A,"1750,0","6,76","0,13","0,0",10,0
"23,0","75000,0",Alugada,"1,0",Médico,A,"6000,0","6,03","0,08","0,0",3,0
"23,0","40000,0",Hipotecada,"2,0",Pagamento de débitos,B,"2000,0","10,99","0,05","0,0",4,0
"28,0","53000,0",Alugada,"0,0",Médico,C,"12000,0","14,72","0,23","0,0",8,0
"24,0","52000,0",Alugada,"4,0",Pagamento de débitos,A,"3500,0","7,68","0,07","0,0",2,0
"23,0","40000,0",Alugada,"3,0",Educativo,C,"16000,0","12,99","0,4","1,0",2,1
"35,0","32000,0",Hipotecada,"1,0",Pagamento de débitos,D,"10750,0","14,96","0,34","1,0",5,1
"24,0","80000,0",Alugada,"6,0",Empreendimento,A,"7250,0","5,42","0,09","0,0",2,0
"22,0","60000,0",Alugada,"3,0",Médico,A,"8800,0","8,9","0,15","0,0",3,0
"29,0","26400,0",Alugada,"4,0",Médico,A,"7200,0","7,49","0,27","0,0",10,0
"35,0","48000,0",Alugada,"7,0",Médico,A,"8250,0","7,51","0,17","0,0",6,0
"24,0","28590,0",Alugada,"7,0",Médico,D,"8000,0","15,65","0,28","0,0",2,1
"37,0","48000,0",Própria,"8,0",Pessoal,A,"2500,0","6,03","0,05","0,0",11,0
"29,0","192000,0",Hipotecada,"6,0",Empreendimento,C,"15000,0","14,27","0,08","0,0",6,1
"37,0","220000,0",Alugada,"0,0",Educativo,B,"30000,0","9,91","0,14","0,0",17,0
"26,0","103000,0",Hipotecada,"10,0",Educativo,D,"5000,0","14,96","0,05","0,0",4,0
"25,0","24000,0",Própria,"4,0",Médico,B,"5000,0","10,95","0,21","0,0",3,0
"24,0","37200,0",Hipotecada,"5,0",Pessoal,A,"13000,0","6,91","0,35","0,0",2,0
"32,0","249996,0",Hipotecada,"4,0",Pessoal,C,"14000,0","12,99","0,06","0,0",8,0
"30,0","175000,0",Alugada,"3,0",Pagamento de débitos,B,"15000,0","11,26","0,09","0,0",8,0
"21,0","35000,0",Própria,"2,0",Empreendimento,D,"7000,0","14,59","0,2","0,0",3,0
"29,0","55000,0",Hipotecada,"0,0",Empreendimento,C,"5000,0","12,73","0,09","1,0",7,1
"41,0","108800,0",Hipotecada,"2,0",Médico,E,"15000,0","17,88","0,12","1,0",16,0
"22,0","130000,0",Hipotecada,"1,0",Empreendimento,A,"13000,0","8,94","0,1","0,0",4,0
"21,0","55404,0",Alugada,"5,0",Pagamento de débitos,C,"6500,0","13,98","0,12","0,0",4,0
"36,0","65000,0",Hipotecada,"3,0",Empreendimento,A,"6500,0","5,79","0,1","0,0",16,0
"32,0","30960,0",Alugada,"5,0",Empreendimento,B,"5000,0","11,49","0,16","0,0",10,0
"29,0","120000,0",Própria,"3,0",Educativo,A,"7500,0","7,74","0,06","0,0",8,0
"26,0","90000,0",Hipotecada,"5,0",Educativo,A,"8000,0","5,42","0,09","0,0",3,0
"40,0","28000,0",Alugada,"2,0",Empreendimento,C,"5000,0","12,99","0,18","0,0",13,1
"25,0","33772,0",Alugada,"3,0",Melhora do lar,D,"3600,0","16,02","0,11","1,0",2,1
"22,0","42000,0",Alugada,"1,0",Educativo,C,"10000,0","13,49","0,24","0,0",4,1
"24,0","45000,0",Hipotecada,"2,0",Empreendimento,A,"9050,0","6,62","0,2","0,0",4,0
"31,0","135000,0",Hipotecada,"12,0",Médico,C,"15000,0","13,85","0,11","0,0",10,0
"27,0","68000,0",Alugada,"4,0",Melhora do lar,A,"8700,0","7,88","0,13","0,0",5,0
"26,0","58000,0",Alugada,"0,0",Melhora do lar,A,"3500,0","8,59","0,06","0,0",2,0
"25,0","50000,0",Hipotecada,"0,0",Empreendimento,E,"8000,0","19,42","0,16","0,0",2,0
"22,0","34000,0",Alugada,"3,0",Pagamento de débitos,A,"5000,0","8,0","0,15","0,0",4,0
"27,0","28800,0",Própria,"0,0",Melhora do lar,A,"13000,0","6,92","0,45","0,0",10,0
"32,0","140000,0",Hipotecada,"16,0",Empreendimento,B,"25000,0","10,08","0,18","0,0",7,0
"29,0","24960,0",Alugada,"13,0",Pagamento de débitos,A,"4000,0","5,42","0,16","0,0",10,0
"24,0","69764,0",Alugada,"2,0",Pessoal,D,"1500,0","14,42","0,02","1,0",4,1
"23,0","54804,0",Alugada,"4,0",Educativo,D,"3600,0","16,77","0,07","0,0",4,1
"57,0","45600,0",Alugada,"21,0",Empreendimento,B,"3000,0","9,91","0,07","0,0",20,0
"35,0","45000,0",Hipotecada,"4,0",Pagamento de débitos,A,"7500,0","7,29","0,17","0,0",9,0
"29,0","62400,0",Alugada,"0,0",Melhora do lar,B,"3500,0","10,99","0,06","0,0",5,0
"23,0","100000,0",Hipotecada,"5,0",Médico,B,"8000,0","11,49","0,08","0,0",4,0
"26,0","75000,0",Alugada,"0,0",Médico,B,"12000,0","10,38","0,16","0,0",3,0
"26,0","69996,0",Hipotecada,"10,0",Pagamento de débitos,C,"14000,0","13,49","0,2","0,0",2,0
"29,0","33000,0",Hipotecada,"5,0",Empreendimento,B,"4200,0","11,36","0,13","0,0",9,0
"27,0","57500,0",Alugada,"2,0",Pagamento de débitos,C,"9000,0","11,97","0,16","0,0",9,1
"23,0","90000,0",Hipotecada,"1,0",Educativo,A,"13675,0","7,49","0,15","0,0",4,0
"31,0","78000,0",Alugada,"1,0",Educativo,A,"14000,0","9,63","0,18","0,0",5,0
"33,0","35000,0",Alugada,"5,0",Médico,B,"11200,0","10,36","0,32","1,0",9,0
"24,0","68648,0",Alugada,"1,0",Empreendimento,B,"5000,0","10,99","0,07","0,0",2,0
"25,0","21600,0",Alugada,"0,0",Empreendimento,D,"5000,0","17,58","0,23","1,0",3,1
"35,0","22608,0",Alugada,"1,0",Educativo,C,"3500,0","14,22","0,15","0,0",9,0
"21,0","45000,0",Alugada,"5,0",Empreendimento,C,"4000,0","12,87","0,09","0,0",2,1
"27,0","47380,0",Hipotecada,"11,0",Educativo,C,"15000,0","13,79","0,32","0,0",6,0
"26,0","14040,0",Alugada,"1,0",Pagamento de débitos,B,"4750,0","10,25","0,34","1,0",2,0
"46,0","8088,0",Alugada,"15,0",Médico,D,"1600,0","14,42","0,2","1,0",11,1
"31,0","38000,0",Própria,"8,0",Educativo,C,"6600,0","13,47","0,17","0,0",5,0
"21,0","58800,0",Hipotecada,"5,0",Educativo,D,"25000,0","14,09","0,43","0,0",2,0
"26,0","107000,0",Alugada,"2,0",Médico,A,"9800,0","8,9","0,09","0,0",3,0
"22,0","34819,0",Alugada,"2,0",Pessoal,B,"16800,0","10,99","0,48","1,0",4,0
"29,0","73000,0",Alugada,"2,0",Melhora do lar,A,"8000,0","7,4","0,11","0,0",7,0
"35,0","105000,0",Alugada,"6,0",Empreendimento,B,"24000,0","9,25","0,23","0,0",7,0
"35,0","160000,0",Própria,"10,0",Empreendimento,B,"24000,0","11,83","0,15","0,0",9,0
"34,0","63504,0",Alugada,"0,0",Médico,B,"3500,0","10,0","0,06","0,0",6,0
"22,0","40000,0",Alugada,"2,0",Educativo,B,"8000,0","12,18","0,2","0,0",4,0
"26,0","35000,0",Alugada,"0,0",Médico,A,"6600,0","8,59","0,19","0,0",3,0
"22,0","78700,0",Hipotecada,"6,0",Pagamento de débitos,A,"7000,0","7,68","0,09","1,0",3,0
"29,0","51000,0",Própria,"6,0",Médico,A,"19750,0","7,49","0,39","0,0",8,0
"24,0","98000,0",Hipotecada,"1,0",Pagamento de débitos,C,"16000,0","14,79","0,16","1,0",2,1
"37,0","24000,0",Alugada,"4,0",Médico,A,"7000,0","6,92","0,29","0,0",14,0
"23,0","68000,0",Alugada,"1,0",Educativo,B,"7500,0","11,49","0,11","0,0",3,0
"26,0","89018,0",Hipotecada,"7,0",Educativo,C,"5800,0","11,97","0,07","0,0",2,1
"26,0","90000,0",Hipotecada,"9,0",Pagamento de débitos,A,"6500,0","7,14","0,07","0,0",3,0
"22,0","42000,0",Alugada,"6,0",Pagamento de débitos,A,"10000,0","6,17","0,24","0,0",3,0
"26,0","36000,0",Alugada,"2,0",Pessoal,B,"5500,0","10,65","0,15","0,0",2,0
"27,0","55000,0",Alugada,"4,0",Empreendimento,B,"15000,0","12,42","0,27","0,0",10,0
"27,0","45000,0",Hipotecada,"11,0",Pessoal,B,"3450,0","11,99","0,08","0,0",7,0
"22,0","97000,0",Hipotecada,"6,0",Médico,C,"10000,0","13,57","0,1","0,0",3,1
"44,0","55000,0",Hipotecada,"2,0",Educativo,A,"5000,0","7,51","0,09","0,0",11,0
"45,0","36700,0",Própria,"7,0",Pessoal,A,"2000,0","7,51","0,05","0,0",16,0
"22,0","50000,0",Hipotecada,"4,0",Educativo,A,"12000,0","7,29","0,24","0,0",3,0
"25,0","35000,0",Alugada,"9,0",Médico,A,"7200,0","8,9","0,21","0,0",3,0
"37,0","50400,0",Alugada,"9,0",Empreendimento,A,"1800,0","8,9","0,04","0,0",11,0
"24,0","102000,0",Outros,"6,0",Outros,B,"20000,0","11,41","0,35","0,0",3,0
"22,0","40000,0",Alugada,"5,0",Empreendimento,A,"6000,0","7,51","0,15","0,0",4,0
"30,0","45000,0",Hipotecada,"4,0",Pagamento de débitos,B,"4450,0","10,37","0,1","0,0",6,0
"28,0","70920,0",Hipotecada,"12,0",Pessoal,A,"7600,0","6,03","0,11","0,0",9,0
"27,0","54400,0",Hipotecada,"11,0",Médico,D,"11000,0","15,33","0,17","1,0",10,1
"50,0","40000,0",Própria,"4,0",Melhora do lar,A,"8000,0","7,88","0,2","0,0",14,0
"24,0","42000,0",Própria,"8,0",Melhora do lar,A,"8000,0","6,62","0,19","0,0",2,0
"37,0","43000,0",Alugada,"2,0",Médico,B,"8500,0","8,88","0,2","0,0",11,0
"35,0","36000,0",Alugada,"1,0",Empreendimento,C,"5600,0","13,06","0,16","0,0",7,0
"36,0","72800,0",Alugada,"1,0",Empreendimento,A,"12000,0","7,66","0,16","0,0",12,0
"42,0","72000,0",Hipotecada,"25,0",Pagamento de débitos,A,"10000,0","7,14","0,14","0,0",13,0
"21,0","155800,0",Hipotecada,"2,0",Médico,B,"18000,0","11,26","0,12","0,0",3,0
"22,0","45000,0",Hipotecada,"4,0",Pessoal,C,"5000,0","13,48","0,11","0,0",4,1
"24,0","25200,0",Alugada,"6,0",Médico,A,"6000,0","7,49","0,24","0,0",2,0
"24,0","73000,0",Alugada,"2,0",Médico,B,"4600,0","9,99","0,06","0,0",2,0
"24,0","56000,0",Alugada,"6,0",Pessoal,A,"9000,0","7,29","0,16","0,0",2,0
"24,0","110004,0",Hipotecada,"8,0",Educativo,B,"25000,0","12,53","0,23","0,0",2,0
"34,0","72000,0",Alugada,"6,0",Médico,B,"5000,0","10,59","0,07","0,0",9,0
"25,0","138000,0",Hipotecada,"3,0",Educativo,C,"9000,0","12,22","0,07","0,0",3,0
"34,0","51600,0",Hipotecada,"2,0",Empreendimento,E,"12000,0","17,88","0,23","1,0",8,0
"23,0","54000,0",Alugada,"6,0",Pagamento de débitos,D,"20000,0","14,84","0,37","1,0",3,1
"22,0","12000,0",Alugada,"0,0",Educativo,C,"1000,0","13,57","0,08","1,0",2,0
"25,0","36000,0",Hipotecada,"1,0",Médico,A,"5100,0","8,9","0,14","0,0",4,0
"24,0","70000,0",Alugada,"5,0",Melhora do lar,B,"21500,0","9,99","0,31","1,0",3,0
"21,0","37500,0",Hipotecada,"5,0",Pessoal,A,"12000,0","5,79","0,32","0,0",2,0
"23,0","215000,0",Hipotecada,"7,0",Médico,C,"35000,0","14,79","0,16","0,0",3,1
"23,0","43200,0",Própria,"6,0",Empreendimento,E,"13000,0","15,95","0,3","0,0",2,0
"22,0","59000,0",Hipotecada,"6,0",Educativo,B,"10000,0","10,99","0,17","0,0",4,0
"31,0","50000,0",Alugada,"8,0",Pagamento de débitos,A,"6500,0","9,38","0,13","0,0",5,0
"26,0","64000,0",Hipotecada,"5,0",Pagamento de débitos,D,"7000,0","15,95","0,11","1,0",2,0
"25,0","120000,0",Hipotecada,"9,0",Pessoal,C,"21000,0","13,49","0,17","0,0",4,0
"24,0","65000,0",Própria,"6,0",Educativo,A,"3500,0","6,76","0,05","0,0",4,0
"22,0","58000,0",Alugada,"0,0",Pagamento de débitos,C,"20000,0","13,11","0,34","1,0",2,0
"25,0","155004,0",Hipotecada,"9,0",Pagamento de débitos,A,"10500,0","7,49","0,07","0,0",3,0
"25,0","44400,0",Alugada,"6,0",Educativo,C,"2350,0","13,98","0,05","0,0",3,1
"29,0","120000,0",Própria,"11,0",Pessoal,D,"5000,0","14,09","0,04","0,0",5,1
"25,0","30035,0",Alugada,"9,0",Médico,C,"1000,0","12,87","0,03","0,0",2,1
"39,0","67000,0",Alugada,"4,0",Educativo,D,"9800,0","16,29","0,15","0,0",14,1
"39,0","250000,0",Hipotecada,"21,0",Empreendimento,C,"4000,0","15,23","0,02","0,0",13,0
"25,0","130000,0",Hipotecada,"9,0",Pessoal,B,"15000,0","11,89","0,12","0,0",2,0
"25,0","69360,0",Hipotecada,"2,0",Médico,F,"22000,0","19,79","0,27","1,0",3,1
"45,0","100000,0",Hipotecada,"3,0",Pagamento de débitos,E,"10000,0","16,0","0,1","1,0",13,1
"25,0","78000,0",Alugada,"3,0",Pagamento de débitos,A,"5000,0","7,66","0,06","0,0",3,0
"26,0","19200,0",Própria,"7,0",Pessoal,A,"4500,0","7,88","0,23","1,0",3,0
"26,0","97700,0",Hipotecada,"1,0",Pagamento de débitos,A,"10400,0","9,32","0,11","0,0",3,0
"34,0","53000,0",Própria,"9,0",Melhora do lar,A,"9600,0","8,94","0,18","0,0",10,0
"33,0","390000,0",Hipotecada,"8,0",Médico,B,"35000,0","10,99","0,09","0,0",8,0
"21,0","23040,0",Alugada,"3,0",Médico,C,"2000,0","13,11","0,09","0,0",2,1
"32,0","64000,0",Alugada,"1,0",Educativo,B,"10000,0","12,69","0,16","0,0",10,0
"32,0","30000,0",Alugada,"1,0",Médico,B,"11450,0","9,99","0,38","1,0",6,0
"22,0","78792,0",Hipotecada,"4,0",Educativo,D,"5500,0","14,61","0,07","0,0",4,0
"34,0","14000,0",Alugada,"3,0",Pessoal,C,"5000,0","13,35","0,36","1,0",10,0
"22,0","54225,0",Alugada,"0,0",Educativo,E,"15000,0","16,7","0,28","1,0",4,1
"22,0","41000,0",Hipotecada,"4,0",Empreendimento,A,"6000,0","8,59","0,15","0,0",4,0
"23,0","74196,0",Alugada,"2,0",Educativo,B,"18500,0","11,26","0,25","0,0",3,0
"37,0","20800,0",Alugada,"3,0",Empreendimento,F,"4000,0","19,41","0,19","0,0",16,0
"36,0","140000,0",Hipotecada,"21,0",Pessoal,A,"8000,0","6,99","0,06","0,0",11,0
"22,0","15000,0",Alugada,"2,0",Empreendimento,A,"3000,0","7,51","0,2","1,0",4,0
"23,0","96000,0",Hipotecada,"7,0",Educativo,A,"4000,0","5,42","0,04","0,0",2,0
"31,0","56000,0",Alugada,"15,0",Pagamento de débitos,C,"3000,0","14,27","0,05","0,0",6,0
"23,0","10560,0",Alugada,"0,0",Pagamento de débitos,B,"2800,0","9,99","0,27","1,0",4,0
"25,0","52000,0",Alugada,"1,0",Empreendimento,A,"10000,0","5,79","0,19","0,0",3,0
"22,0","27000,0",Alugada,"6,0",Educativo,A,"4000,0","7,14","0,15","0,0",2,0
"23,0","46800,0",Alugada,"4,0",Educativo,B,"14000,0","10,37","0,3","0,0",3,0
"21,0","28800,0",Alugada,"5,0",Médico,B,"8000,0","9,88","0,28","0,0",2,0
"24,0","65000,0",Hipotecada,"5,0",Pessoal,B,"9600,0","11,99","0,15","0,0",3,0
"27,0","31897,0",Alugada,"8,0",Médico,C,"14125,0","12,68","0,44","1,0",10,0
"26,0","78000,0",Hipotecada,"7,0",Melhora do lar,B,"3000,0","11,49","0,04","0,0",2,0
"28,0","29004,0",Alugada,"0,0",Pessoal,E,"4000,0","16,45","0,14","1,0",10,0
"33,0","81000,0",Hipotecada,"2,0",Empreendimento,B,"7500,0","10,08","0,09","0,0",9,0
"38,0","60000,0",Alugada,"0,0",Empreendimento,C,"16000,0","13,22","0,27","0,0",14,0
"39,0","70000,0",Hipotecada,"7,0",Pessoal,A,"12500,0","7,9","0,18","0,0",12,0
"31,0","95004,0",Hipotecada,"3,0",Pessoal,D,"25000,0","16,07","0,26","0,0",8,1
"24,0","69000,0",Alugada,"0,0",Pessoal,E,"10000,0","17,14","0,14","1,0",4,0
"27,0","144000,0",Hipotecada,"11,0",Educativo,D,"16000,0","16,77","0,11","0,0",6,1
"40,0","100300,0",Hipotecada,"2,0",Médico,D,"25000,0","14,83","0,21","1,0",16,0
"24,0","175000,0",Alugada,"1,0",Pessoal,B,"19000,0","11,48","0,11","0,0",3,0
"23,0","30000,0",Hipotecada,"6,0",Empreendimento,B,"5000,0","10,38","0,17","0,0",4,0
"36,0","59000,0",Alugada,"2,0",Médico,D,"21000,0","14,11","0,36","1,0",16,1
"29,0","175000,0",Hipotecada,"8,0",Empreendimento,A,"2500,0","7,14","0,01","0,0",6,0
"30,0","61000,0",Alugada,"4,0",Médico,C,"4800,0","14,79","0,08","0,0",10,0
"24,0","62000,0",Hipotecada,"8,0",Empreendimento,E,"20000,0","16,7","0,32","0,0",2,0
